# HELP testmetric the value is always 1.0 and there will be one point per hour for the whole year 2021
# TYPE testmetric gauge
testmetric{foo="bar"} 1.0 1.6155792e+06
testmetric{foo="bar"} 1.0 1.6155828e+06
testmetric{foo="bar"} 1.0 1.6155864e+06
testmetric{foo="bar"} 1.0 1.61559e+06
testmetric{foo="bar"} 1.0 1.6155936e+06
testmetric{foo="bar"} 1.0 1.6155972e+06
testmetric{foo="bar"} 1.0 1.6156008e+06
testmetric{foo="bar"} 1.0 1.6156044e+06
testmetric{foo="bar"} 1.0 1.615608e+06
testmetric{foo="bar"} 1.0 1.6156116e+06
testmetric{foo="bar"} 1.0 1.6156152e+06
testmetric{foo="bar"} 1.0 1.6156188e+06
testmetric{foo="bar"} 1.0 1.6156224e+06
testmetric{foo="bar"} 1.0 1.615626e+06
testmetric{foo="bar"} 1.0 1.6156296e+06
testmetric{foo="bar"} 1.0 1.6156332e+06
testmetric{foo="bar"} 1.0 1.6156368e+06
testmetric{foo="bar"} 1.0 1.6156404e+06
testmetric{foo="bar"} 1.0 1.615644e+06
testmetric{foo="bar"} 1.0 1.6156476e+06
testmetric{foo="bar"} 1.0 1.6156512e+06
testmetric{foo="bar"} 1.0 1.6156548e+06
testmetric{foo="bar"} 1.0 1.6156584e+06
testmetric{foo="bar"} 1.0 1.615662e+06
testmetric{foo="bar"} 1.0 1.6156656e+06
testmetric{foo="bar"} 1.0 1.6156692e+06
testmetric{foo="bar"} 1.0 1.6156728e+06
testmetric{foo="bar"} 1.0 1.6156764e+06
testmetric{foo="bar"} 1.0 1.61568e+06
testmetric{foo="bar"} 1.0 1.6156836e+06
testmetric{foo="bar"} 1.0 1.6156872e+06
testmetric{foo="bar"} 1.0 1.6156908e+06
testmetric{foo="bar"} 1.0 1.6156944e+06
testmetric{foo="bar"} 1.0 1.615698e+06
testmetric{foo="bar"} 1.0 1.6157016e+06
testmetric{foo="bar"} 1.0 1.6157052e+06
testmetric{foo="bar"} 1.0 1.6157088e+06
testmetric{foo="bar"} 1.0 1.6157124e+06
testmetric{foo="bar"} 1.0 1.615716e+06
testmetric{foo="bar"} 1.0 1.6157196e+06
testmetric{foo="bar"} 1.0 1.6157232e+06
testmetric{foo="bar"} 1.0 1.6157268e+06
testmetric{foo="bar"} 1.0 1.6157304e+06
testmetric{foo="bar"} 1.0 1.615734e+06
testmetric{foo="bar"} 1.0 1.6157376e+06
testmetric{foo="bar"} 1.0 1.6157412e+06
testmetric{foo="bar"} 1.0 1.6157448e+06
testmetric{foo="bar"} 1.0 1.6157484e+06
testmetric{foo="bar"} 1.0 1.615752e+06
testmetric{foo="bar"} 1.0 1.6157556e+06
testmetric{foo="bar"} 1.0 1.6157592e+06
testmetric{foo="bar"} 1.0 1.6157628e+06
testmetric{foo="bar"} 1.0 1.6157664e+06
testmetric{foo="bar"} 1.0 1.61577e+06
testmetric{foo="bar"} 1.0 1.6157736e+06
testmetric{foo="bar"} 1.0 1.6157772e+06
testmetric{foo="bar"} 1.0 1.6157808e+06
testmetric{foo="bar"} 1.0 1.6157844e+06
testmetric{foo="bar"} 1.0 1.615788e+06
testmetric{foo="bar"} 1.0 1.6157916e+06
testmetric{foo="bar"} 1.0 1.6157952e+06
testmetric{foo="bar"} 1.0 1.6157988e+06
testmetric{foo="bar"} 1.0 1.6158024e+06
testmetric{foo="bar"} 1.0 1.615806e+06
testmetric{foo="bar"} 1.0 1.6158096e+06
testmetric{foo="bar"} 1.0 1.6158132e+06
testmetric{foo="bar"} 1.0 1.6158168e+06
testmetric{foo="bar"} 1.0 1.6158204e+06
testmetric{foo="bar"} 1.0 1.615824e+06
testmetric{foo="bar"} 1.0 1.6158276e+06
testmetric{foo="bar"} 1.0 1.6158312e+06
testmetric{foo="bar"} 1.0 1.6158348e+06
testmetric{foo="bar"} 1.0 1.6158384e+06
testmetric{foo="bar"} 1.0 1.615842e+06
testmetric{foo="bar"} 1.0 1.6158456e+06
testmetric{foo="bar"} 1.0 1.6158492e+06
testmetric{foo="bar"} 1.0 1.6158528e+06
testmetric{foo="bar"} 1.0 1.6158564e+06
testmetric{foo="bar"} 1.0 1.61586e+06
testmetric{foo="bar"} 1.0 1.6158636e+06
testmetric{foo="bar"} 1.0 1.6158672e+06
testmetric{foo="bar"} 1.0 1.6158708e+06
testmetric{foo="bar"} 1.0 1.6158744e+06
testmetric{foo="bar"} 1.0 1.615878e+06
testmetric{foo="bar"} 1.0 1.6158816e+06
testmetric{foo="bar"} 1.0 1.6158852e+06
testmetric{foo="bar"} 1.0 1.6158888e+06
testmetric{foo="bar"} 1.0 1.6158924e+06
testmetric{foo="bar"} 1.0 1.615896e+06
testmetric{foo="bar"} 1.0 1.6158996e+06
testmetric{foo="bar"} 1.0 1.6159032e+06
testmetric{foo="bar"} 1.0 1.6159068e+06
testmetric{foo="bar"} 1.0 1.6159104e+06
testmetric{foo="bar"} 1.0 1.615914e+06
testmetric{foo="bar"} 1.0 1.6159176e+06
testmetric{foo="bar"} 1.0 1.6159212e+06
testmetric{foo="bar"} 1.0 1.6159248e+06
testmetric{foo="bar"} 1.0 1.6159284e+06
testmetric{foo="bar"} 1.0 1.615932e+06
testmetric{foo="bar"} 1.0 1.6159356e+06
testmetric{foo="bar"} 1.0 1.6159392e+06
testmetric{foo="bar"} 1.0 1.6159428e+06
testmetric{foo="bar"} 1.0 1.6159464e+06
testmetric{foo="bar"} 1.0 1.61595e+06
testmetric{foo="bar"} 1.0 1.6159536e+06
testmetric{foo="bar"} 1.0 1.6159572e+06
testmetric{foo="bar"} 1.0 1.6159608e+06
testmetric{foo="bar"} 1.0 1.6159644e+06
testmetric{foo="bar"} 1.0 1.615968e+06
testmetric{foo="bar"} 1.0 1.6159716e+06
testmetric{foo="bar"} 1.0 1.6159752e+06
testmetric{foo="bar"} 1.0 1.6159788e+06
testmetric{foo="bar"} 1.0 1.6159824e+06
testmetric{foo="bar"} 1.0 1.615986e+06
testmetric{foo="bar"} 1.0 1.6159896e+06
testmetric{foo="bar"} 1.0 1.6159932e+06
testmetric{foo="bar"} 1.0 1.6159968e+06
testmetric{foo="bar"} 1.0 1.6160004e+06
testmetric{foo="bar"} 1.0 1.616004e+06
testmetric{foo="bar"} 1.0 1.6160076e+06
testmetric{foo="bar"} 1.0 1.6160112e+06
testmetric{foo="bar"} 1.0 1.6160148e+06
testmetric{foo="bar"} 1.0 1.6160184e+06
testmetric{foo="bar"} 1.0 1.616022e+06
testmetric{foo="bar"} 1.0 1.6160256e+06
testmetric{foo="bar"} 1.0 1.6160292e+06
testmetric{foo="bar"} 1.0 1.6160328e+06
testmetric{foo="bar"} 1.0 1.6160364e+06
testmetric{foo="bar"} 1.0 1.61604e+06
testmetric{foo="bar"} 1.0 1.6160436e+06
testmetric{foo="bar"} 1.0 1.6160472e+06
testmetric{foo="bar"} 1.0 1.6160508e+06
testmetric{foo="bar"} 1.0 1.6160544e+06
testmetric{foo="bar"} 1.0 1.616058e+06
testmetric{foo="bar"} 1.0 1.6160616e+06
testmetric{foo="bar"} 1.0 1.6160652e+06
testmetric{foo="bar"} 1.0 1.6160688e+06
testmetric{foo="bar"} 1.0 1.6160724e+06
testmetric{foo="bar"} 1.0 1.616076e+06
testmetric{foo="bar"} 1.0 1.6160796e+06
testmetric{foo="bar"} 1.0 1.6160832e+06
testmetric{foo="bar"} 1.0 1.6160868e+06
testmetric{foo="bar"} 1.0 1.6160904e+06
testmetric{foo="bar"} 1.0 1.616094e+06
testmetric{foo="bar"} 1.0 1.6160976e+06
testmetric{foo="bar"} 1.0 1.6161012e+06
testmetric{foo="bar"} 1.0 1.6161048e+06
testmetric{foo="bar"} 1.0 1.6161084e+06
testmetric{foo="bar"} 1.0 1.616112e+06
testmetric{foo="bar"} 1.0 1.6161156e+06
testmetric{foo="bar"} 1.0 1.6161192e+06
testmetric{foo="bar"} 1.0 1.6161228e+06
testmetric{foo="bar"} 1.0 1.6161264e+06
testmetric{foo="bar"} 1.0 1.61613e+06
testmetric{foo="bar"} 1.0 1.6161336e+06
testmetric{foo="bar"} 1.0 1.6161372e+06
testmetric{foo="bar"} 1.0 1.6161408e+06
testmetric{foo="bar"} 1.0 1.6161444e+06
testmetric{foo="bar"} 1.0 1.616148e+06
testmetric{foo="bar"} 1.0 1.6161516e+06
testmetric{foo="bar"} 1.0 1.6161552e+06
testmetric{foo="bar"} 1.0 1.6161588e+06
testmetric{foo="bar"} 1.0 1.6161624e+06
testmetric{foo="bar"} 1.0 1.616166e+06
testmetric{foo="bar"} 1.0 1.6161696e+06
testmetric{foo="bar"} 1.0 1.6161732e+06
testmetric{foo="bar"} 1.0 1.6161768e+06
testmetric{foo="bar"} 1.0 1.6161804e+06
testmetric{foo="bar"} 1.0 1.616184e+06
testmetric{foo="bar"} 1.0 1.6161876e+06
testmetric{foo="bar"} 1.0 1.6161912e+06
testmetric{foo="bar"} 1.0 1.6161948e+06
testmetric{foo="bar"} 1.0 1.6161984e+06
testmetric{foo="bar"} 1.0 1.616202e+06
testmetric{foo="bar"} 1.0 1.6162056e+06
testmetric{foo="bar"} 1.0 1.6162092e+06
testmetric{foo="bar"} 1.0 1.6162128e+06
testmetric{foo="bar"} 1.0 1.6162164e+06
testmetric{foo="bar"} 1.0 1.61622e+06
testmetric{foo="bar"} 1.0 1.6162236e+06
testmetric{foo="bar"} 1.0 1.6162272e+06
testmetric{foo="bar"} 1.0 1.6162308e+06
testmetric{foo="bar"} 1.0 1.6162344e+06
testmetric{foo="bar"} 1.0 1.616238e+06
testmetric{foo="bar"} 1.0 1.6162416e+06
testmetric{foo="bar"} 1.0 1.6162452e+06
testmetric{foo="bar"} 1.0 1.6162488e+06
testmetric{foo="bar"} 1.0 1.6162524e+06
testmetric{foo="bar"} 1.0 1.616256e+06
testmetric{foo="bar"} 1.0 1.6162596e+06
testmetric{foo="bar"} 1.0 1.6162632e+06
testmetric{foo="bar"} 1.0 1.6162668e+06
testmetric{foo="bar"} 1.0 1.6162704e+06
testmetric{foo="bar"} 1.0 1.616274e+06
testmetric{foo="bar"} 1.0 1.6162776e+06
testmetric{foo="bar"} 1.0 1.6162812e+06
testmetric{foo="bar"} 1.0 1.6162848e+06
testmetric{foo="bar"} 1.0 1.6162884e+06
testmetric{foo="bar"} 1.0 1.616292e+06
testmetric{foo="bar"} 1.0 1.6162956e+06
testmetric{foo="bar"} 1.0 1.6162992e+06
testmetric{foo="bar"} 1.0 1.6163028e+06
testmetric{foo="bar"} 1.0 1.6163064e+06
testmetric{foo="bar"} 1.0 1.61631e+06
testmetric{foo="bar"} 1.0 1.6163136e+06
testmetric{foo="bar"} 1.0 1.6163172e+06
testmetric{foo="bar"} 1.0 1.6163208e+06
testmetric{foo="bar"} 1.0 1.6163244e+06
testmetric{foo="bar"} 1.0 1.616328e+06
testmetric{foo="bar"} 1.0 1.6163316e+06
testmetric{foo="bar"} 1.0 1.6163352e+06
testmetric{foo="bar"} 1.0 1.6163388e+06
testmetric{foo="bar"} 1.0 1.6163424e+06
testmetric{foo="bar"} 1.0 1.616346e+06
testmetric{foo="bar"} 1.0 1.6163496e+06
testmetric{foo="bar"} 1.0 1.6163532e+06
testmetric{foo="bar"} 1.0 1.6163568e+06
testmetric{foo="bar"} 1.0 1.6163604e+06
testmetric{foo="bar"} 1.0 1.616364e+06
testmetric{foo="bar"} 1.0 1.6163676e+06
testmetric{foo="bar"} 1.0 1.6163712e+06
testmetric{foo="bar"} 1.0 1.6163748e+06
testmetric{foo="bar"} 1.0 1.6163784e+06
testmetric{foo="bar"} 1.0 1.616382e+06
testmetric{foo="bar"} 1.0 1.6163856e+06
testmetric{foo="bar"} 1.0 1.6163892e+06
testmetric{foo="bar"} 1.0 1.6163928e+06
testmetric{foo="bar"} 1.0 1.6163964e+06
testmetric{foo="bar"} 1.0 1.6164e+06
testmetric{foo="bar"} 1.0 1.6164036e+06
testmetric{foo="bar"} 1.0 1.6164072e+06
testmetric{foo="bar"} 1.0 1.6164108e+06
testmetric{foo="bar"} 1.0 1.6164144e+06
testmetric{foo="bar"} 1.0 1.616418e+06
testmetric{foo="bar"} 1.0 1.6164216e+06
testmetric{foo="bar"} 1.0 1.6164252e+06
testmetric{foo="bar"} 1.0 1.6164288e+06
testmetric{foo="bar"} 1.0 1.6164324e+06
testmetric{foo="bar"} 1.0 1.616436e+06
testmetric{foo="bar"} 1.0 1.6164396e+06
testmetric{foo="bar"} 1.0 1.6164432e+06
testmetric{foo="bar"} 1.0 1.6164468e+06
testmetric{foo="bar"} 1.0 1.6164504e+06
testmetric{foo="bar"} 1.0 1.616454e+06
testmetric{foo="bar"} 1.0 1.6164576e+06
testmetric{foo="bar"} 1.0 1.6164612e+06
testmetric{foo="bar"} 1.0 1.6164648e+06
testmetric{foo="bar"} 1.0 1.6164684e+06
testmetric{foo="bar"} 1.0 1.616472e+06
testmetric{foo="bar"} 1.0 1.6164756e+06
testmetric{foo="bar"} 1.0 1.6164792e+06
testmetric{foo="bar"} 1.0 1.6164828e+06
testmetric{foo="bar"} 1.0 1.6164864e+06
testmetric{foo="bar"} 1.0 1.61649e+06
testmetric{foo="bar"} 1.0 1.6164936e+06
testmetric{foo="bar"} 1.0 1.6164972e+06
testmetric{foo="bar"} 1.0 1.6165008e+06
testmetric{foo="bar"} 1.0 1.6165044e+06
testmetric{foo="bar"} 1.0 1.616508e+06
testmetric{foo="bar"} 1.0 1.6165116e+06
testmetric{foo="bar"} 1.0 1.6165152e+06
testmetric{foo="bar"} 1.0 1.6165188e+06
testmetric{foo="bar"} 1.0 1.6165224e+06
testmetric{foo="bar"} 1.0 1.616526e+06
testmetric{foo="bar"} 1.0 1.6165296e+06
testmetric{foo="bar"} 1.0 1.6165332e+06
testmetric{foo="bar"} 1.0 1.6165368e+06
testmetric{foo="bar"} 1.0 1.6165404e+06
testmetric{foo="bar"} 1.0 1.616544e+06
testmetric{foo="bar"} 1.0 1.6165476e+06
testmetric{foo="bar"} 1.0 1.6165512e+06
testmetric{foo="bar"} 1.0 1.6165548e+06
testmetric{foo="bar"} 1.0 1.6165584e+06
testmetric{foo="bar"} 1.0 1.616562e+06
testmetric{foo="bar"} 1.0 1.6165656e+06
testmetric{foo="bar"} 1.0 1.6165692e+06
testmetric{foo="bar"} 1.0 1.6165728e+06
testmetric{foo="bar"} 1.0 1.6165764e+06
testmetric{foo="bar"} 1.0 1.61658e+06
testmetric{foo="bar"} 1.0 1.6165836e+06
testmetric{foo="bar"} 1.0 1.6165872e+06
testmetric{foo="bar"} 1.0 1.6165908e+06
testmetric{foo="bar"} 1.0 1.6165944e+06
testmetric{foo="bar"} 1.0 1.616598e+06
testmetric{foo="bar"} 1.0 1.6166016e+06
testmetric{foo="bar"} 1.0 1.6166052e+06
testmetric{foo="bar"} 1.0 1.6166088e+06
testmetric{foo="bar"} 1.0 1.6166124e+06
testmetric{foo="bar"} 1.0 1.616616e+06
testmetric{foo="bar"} 1.0 1.6166196e+06
testmetric{foo="bar"} 1.0 1.6166232e+06
testmetric{foo="bar"} 1.0 1.6166268e+06
testmetric{foo="bar"} 1.0 1.6166304e+06
testmetric{foo="bar"} 1.0 1.616634e+06
testmetric{foo="bar"} 1.0 1.6166376e+06
testmetric{foo="bar"} 1.0 1.6166412e+06
testmetric{foo="bar"} 1.0 1.6166448e+06
testmetric{foo="bar"} 1.0 1.6166484e+06
testmetric{foo="bar"} 1.0 1.616652e+06
testmetric{foo="bar"} 1.0 1.6166556e+06
testmetric{foo="bar"} 1.0 1.6166592e+06
testmetric{foo="bar"} 1.0 1.6166628e+06
testmetric{foo="bar"} 1.0 1.6166664e+06
testmetric{foo="bar"} 1.0 1.61667e+06
testmetric{foo="bar"} 1.0 1.6166736e+06
testmetric{foo="bar"} 1.0 1.6166772e+06
testmetric{foo="bar"} 1.0 1.6166808e+06
testmetric{foo="bar"} 1.0 1.6166844e+06
testmetric{foo="bar"} 1.0 1.616688e+06
testmetric{foo="bar"} 1.0 1.6166916e+06
testmetric{foo="bar"} 1.0 1.6166952e+06
testmetric{foo="bar"} 1.0 1.6166988e+06
testmetric{foo="bar"} 1.0 1.6167024e+06
testmetric{foo="bar"} 1.0 1.616706e+06
testmetric{foo="bar"} 1.0 1.6167096e+06
testmetric{foo="bar"} 1.0 1.6167132e+06
testmetric{foo="bar"} 1.0 1.6167168e+06
testmetric{foo="bar"} 1.0 1.6167204e+06
testmetric{foo="bar"} 1.0 1.616724e+06
testmetric{foo="bar"} 1.0 1.6167276e+06
testmetric{foo="bar"} 1.0 1.6167312e+06
testmetric{foo="bar"} 1.0 1.6167348e+06
testmetric{foo="bar"} 1.0 1.6167384e+06
testmetric{foo="bar"} 1.0 1.616742e+06
testmetric{foo="bar"} 1.0 1.6167456e+06
testmetric{foo="bar"} 1.0 1.6167492e+06
testmetric{foo="bar"} 1.0 1.6167528e+06
testmetric{foo="bar"} 1.0 1.6167564e+06
testmetric{foo="bar"} 1.0 1.61676e+06
testmetric{foo="bar"} 1.0 1.6167636e+06
testmetric{foo="bar"} 1.0 1.6167672e+06
testmetric{foo="bar"} 1.0 1.6167708e+06
testmetric{foo="bar"} 1.0 1.6167744e+06
testmetric{foo="bar"} 1.0 1.616778e+06
testmetric{foo="bar"} 1.0 1.6167816e+06
testmetric{foo="bar"} 1.0 1.6167852e+06
testmetric{foo="bar"} 1.0 1.6167888e+06
testmetric{foo="bar"} 1.0 1.6167924e+06
testmetric{foo="bar"} 1.0 1.616796e+06
testmetric{foo="bar"} 1.0 1.6167996e+06
testmetric{foo="bar"} 1.0 1.6168032e+06
testmetric{foo="bar"} 1.0 1.6168068e+06
testmetric{foo="bar"} 1.0 1.6168104e+06
testmetric{foo="bar"} 1.0 1.616814e+06
testmetric{foo="bar"} 1.0 1.6168176e+06
testmetric{foo="bar"} 1.0 1.6168212e+06
testmetric{foo="bar"} 1.0 1.6168248e+06
testmetric{foo="bar"} 1.0 1.6168284e+06
testmetric{foo="bar"} 1.0 1.616832e+06
testmetric{foo="bar"} 1.0 1.6168356e+06
testmetric{foo="bar"} 1.0 1.6168392e+06
testmetric{foo="bar"} 1.0 1.6168428e+06
testmetric{foo="bar"} 1.0 1.6168464e+06
testmetric{foo="bar"} 1.0 1.61685e+06
testmetric{foo="bar"} 1.0 1.6168536e+06
testmetric{foo="bar"} 1.0 1.6168572e+06
testmetric{foo="bar"} 1.0 1.6168608e+06
testmetric{foo="bar"} 1.0 1.6168644e+06
testmetric{foo="bar"} 1.0 1.616868e+06
testmetric{foo="bar"} 1.0 1.6168716e+06
testmetric{foo="bar"} 1.0 1.6168752e+06
testmetric{foo="bar"} 1.0 1.6168788e+06
testmetric{foo="bar"} 1.0 1.6168824e+06
testmetric{foo="bar"} 1.0 1.616886e+06
testmetric{foo="bar"} 1.0 1.6168896e+06
testmetric{foo="bar"} 1.0 1.6168932e+06
testmetric{foo="bar"} 1.0 1.6168968e+06
testmetric{foo="bar"} 1.0 1.6169004e+06
testmetric{foo="bar"} 1.0 1.616904e+06
testmetric{foo="bar"} 1.0 1.6169076e+06
testmetric{foo="bar"} 1.0 1.6169112e+06
testmetric{foo="bar"} 1.0 1.6169148e+06
testmetric{foo="bar"} 1.0 1.6169184e+06
testmetric{foo="bar"} 1.0 1.616922e+06
testmetric{foo="bar"} 1.0 1.6169256e+06
testmetric{foo="bar"} 1.0 1.6169292e+06
testmetric{foo="bar"} 1.0 1.6169328e+06
testmetric{foo="bar"} 1.0 1.6169364e+06
testmetric{foo="bar"} 1.0 1.61694e+06
testmetric{foo="bar"} 1.0 1.6169436e+06
testmetric{foo="bar"} 1.0 1.6169472e+06
testmetric{foo="bar"} 1.0 1.6169508e+06
testmetric{foo="bar"} 1.0 1.6169544e+06
testmetric{foo="bar"} 1.0 1.616958e+06
testmetric{foo="bar"} 1.0 1.6169616e+06
testmetric{foo="bar"} 1.0 1.6169652e+06
testmetric{foo="bar"} 1.0 1.6169688e+06
testmetric{foo="bar"} 1.0 1.6169724e+06
testmetric{foo="bar"} 1.0 1.616976e+06
testmetric{foo="bar"} 1.0 1.6169796e+06
testmetric{foo="bar"} 1.0 1.6169832e+06
testmetric{foo="bar"} 1.0 1.6169868e+06
testmetric{foo="bar"} 1.0 1.6169904e+06
testmetric{foo="bar"} 1.0 1.616994e+06
testmetric{foo="bar"} 1.0 1.6169976e+06
testmetric{foo="bar"} 1.0 1.6170012e+06
testmetric{foo="bar"} 1.0 1.6170048e+06
testmetric{foo="bar"} 1.0 1.6170084e+06
testmetric{foo="bar"} 1.0 1.617012e+06
testmetric{foo="bar"} 1.0 1.6170156e+06
testmetric{foo="bar"} 1.0 1.6170192e+06
testmetric{foo="bar"} 1.0 1.6170228e+06
testmetric{foo="bar"} 1.0 1.6170264e+06
testmetric{foo="bar"} 1.0 1.61703e+06
testmetric{foo="bar"} 1.0 1.6170336e+06
testmetric{foo="bar"} 1.0 1.6170372e+06
testmetric{foo="bar"} 1.0 1.6170408e+06
testmetric{foo="bar"} 1.0 1.6170444e+06
testmetric{foo="bar"} 1.0 1.617048e+06
testmetric{foo="bar"} 1.0 1.6170516e+06
testmetric{foo="bar"} 1.0 1.6170552e+06
testmetric{foo="bar"} 1.0 1.6170588e+06
testmetric{foo="bar"} 1.0 1.6170624e+06
testmetric{foo="bar"} 1.0 1.617066e+06
testmetric{foo="bar"} 1.0 1.6170696e+06
testmetric{foo="bar"} 1.0 1.6170732e+06
testmetric{foo="bar"} 1.0 1.6170768e+06
testmetric{foo="bar"} 1.0 1.6170804e+06
testmetric{foo="bar"} 1.0 1.617084e+06
testmetric{foo="bar"} 1.0 1.6170876e+06
testmetric{foo="bar"} 1.0 1.6170912e+06
testmetric{foo="bar"} 1.0 1.6170948e+06
testmetric{foo="bar"} 1.0 1.6170984e+06
testmetric{foo="bar"} 1.0 1.617102e+06
testmetric{foo="bar"} 1.0 1.6171056e+06
testmetric{foo="bar"} 1.0 1.6171092e+06
testmetric{foo="bar"} 1.0 1.6171128e+06
testmetric{foo="bar"} 1.0 1.6171164e+06
testmetric{foo="bar"} 1.0 1.61712e+06
testmetric{foo="bar"} 1.0 1.6171236e+06
testmetric{foo="bar"} 1.0 1.6171272e+06
testmetric{foo="bar"} 1.0 1.6171308e+06
testmetric{foo="bar"} 1.0 1.6171344e+06
testmetric{foo="bar"} 1.0 1.617138e+06
testmetric{foo="bar"} 1.0 1.6171416e+06
testmetric{foo="bar"} 1.0 1.6171452e+06
testmetric{foo="bar"} 1.0 1.6171488e+06
testmetric{foo="bar"} 1.0 1.6171524e+06
testmetric{foo="bar"} 1.0 1.617156e+06
testmetric{foo="bar"} 1.0 1.6171596e+06
testmetric{foo="bar"} 1.0 1.6171632e+06
testmetric{foo="bar"} 1.0 1.6171668e+06
testmetric{foo="bar"} 1.0 1.6171704e+06
testmetric{foo="bar"} 1.0 1.617174e+06
testmetric{foo="bar"} 1.0 1.6171776e+06
testmetric{foo="bar"} 1.0 1.6171812e+06
testmetric{foo="bar"} 1.0 1.6171848e+06
testmetric{foo="bar"} 1.0 1.6171884e+06
testmetric{foo="bar"} 1.0 1.617192e+06
testmetric{foo="bar"} 1.0 1.6171956e+06
testmetric{foo="bar"} 1.0 1.6171992e+06
testmetric{foo="bar"} 1.0 1.6172028e+06
testmetric{foo="bar"} 1.0 1.6172064e+06
testmetric{foo="bar"} 1.0 1.61721e+06
testmetric{foo="bar"} 1.0 1.6172136e+06
testmetric{foo="bar"} 1.0 1.6172172e+06
testmetric{foo="bar"} 1.0 1.6172208e+06
testmetric{foo="bar"} 1.0 1.6172244e+06
testmetric{foo="bar"} 1.0 1.617228e+06
testmetric{foo="bar"} 1.0 1.6172316e+06
testmetric{foo="bar"} 1.0 1.6172352e+06
testmetric{foo="bar"} 1.0 1.6172388e+06
testmetric{foo="bar"} 1.0 1.6172424e+06
testmetric{foo="bar"} 1.0 1.617246e+06
testmetric{foo="bar"} 1.0 1.6172496e+06
testmetric{foo="bar"} 1.0 1.6172532e+06
testmetric{foo="bar"} 1.0 1.6172568e+06
testmetric{foo="bar"} 1.0 1.6172604e+06
testmetric{foo="bar"} 1.0 1.617264e+06
testmetric{foo="bar"} 1.0 1.6172676e+06
testmetric{foo="bar"} 1.0 1.6172712e+06
testmetric{foo="bar"} 1.0 1.6172748e+06
testmetric{foo="bar"} 1.0 1.6172784e+06
testmetric{foo="bar"} 1.0 1.617282e+06
testmetric{foo="bar"} 1.0 1.6172856e+06
testmetric{foo="bar"} 1.0 1.6172892e+06
testmetric{foo="bar"} 1.0 1.6172928e+06
testmetric{foo="bar"} 1.0 1.6172964e+06
testmetric{foo="bar"} 1.0 1.6173e+06
testmetric{foo="bar"} 1.0 1.6173036e+06
testmetric{foo="bar"} 1.0 1.6173072e+06
testmetric{foo="bar"} 1.0 1.6173108e+06
testmetric{foo="bar"} 1.0 1.6173144e+06
testmetric{foo="bar"} 1.0 1.617318e+06
testmetric{foo="bar"} 1.0 1.6173216e+06
testmetric{foo="bar"} 1.0 1.6173252e+06
testmetric{foo="bar"} 1.0 1.6173288e+06
testmetric{foo="bar"} 1.0 1.6173324e+06
testmetric{foo="bar"} 1.0 1.617336e+06
testmetric{foo="bar"} 1.0 1.6173396e+06
testmetric{foo="bar"} 1.0 1.6173432e+06
testmetric{foo="bar"} 1.0 1.6173468e+06
testmetric{foo="bar"} 1.0 1.6173504e+06
testmetric{foo="bar"} 1.0 1.617354e+06
testmetric{foo="bar"} 1.0 1.6173576e+06
testmetric{foo="bar"} 1.0 1.6173612e+06
testmetric{foo="bar"} 1.0 1.6173648e+06
testmetric{foo="bar"} 1.0 1.6173684e+06
testmetric{foo="bar"} 1.0 1.617372e+06
testmetric{foo="bar"} 1.0 1.6173756e+06
testmetric{foo="bar"} 1.0 1.6173792e+06
testmetric{foo="bar"} 1.0 1.6173828e+06
testmetric{foo="bar"} 1.0 1.6173864e+06
testmetric{foo="bar"} 1.0 1.61739e+06
testmetric{foo="bar"} 1.0 1.6173936e+06
testmetric{foo="bar"} 1.0 1.6173972e+06
testmetric{foo="bar"} 1.0 1.6174008e+06
testmetric{foo="bar"} 1.0 1.6174044e+06
testmetric{foo="bar"} 1.0 1.617408e+06
testmetric{foo="bar"} 1.0 1.6174116e+06
testmetric{foo="bar"} 1.0 1.6174152e+06
testmetric{foo="bar"} 1.0 1.6174188e+06
testmetric{foo="bar"} 1.0 1.6174224e+06
testmetric{foo="bar"} 1.0 1.617426e+06
testmetric{foo="bar"} 1.0 1.6174296e+06
testmetric{foo="bar"} 1.0 1.6174332e+06
testmetric{foo="bar"} 1.0 1.6174368e+06
testmetric{foo="bar"} 1.0 1.6174404e+06
testmetric{foo="bar"} 1.0 1.617444e+06
testmetric{foo="bar"} 1.0 1.6174476e+06
testmetric{foo="bar"} 1.0 1.6174512e+06
testmetric{foo="bar"} 1.0 1.6174548e+06
testmetric{foo="bar"} 1.0 1.6174584e+06
testmetric{foo="bar"} 1.0 1.617462e+06
testmetric{foo="bar"} 1.0 1.6174656e+06
testmetric{foo="bar"} 1.0 1.6174692e+06
testmetric{foo="bar"} 1.0 1.6174728e+06
testmetric{foo="bar"} 1.0 1.6174764e+06
testmetric{foo="bar"} 1.0 1.61748e+06
testmetric{foo="bar"} 1.0 1.6174836e+06
testmetric{foo="bar"} 1.0 1.6174872e+06
testmetric{foo="bar"} 1.0 1.6174908e+06
testmetric{foo="bar"} 1.0 1.6174944e+06
testmetric{foo="bar"} 1.0 1.617498e+06
testmetric{foo="bar"} 1.0 1.6175016e+06
testmetric{foo="bar"} 1.0 1.6175052e+06
testmetric{foo="bar"} 1.0 1.6175088e+06
testmetric{foo="bar"} 1.0 1.6175124e+06
testmetric{foo="bar"} 1.0 1.617516e+06
testmetric{foo="bar"} 1.0 1.6175196e+06
